item_id,order_id,product_id,quantity,unit_price_x,unit_cost_x,line_subtotal,line_cost,customer_id,order_date,order_date_only,order_status,payment_method,subtotal,discount_amount,shipping_fee,total_amount,total_cost,gross_profit,order_sequence,first_name,email,signup_date,region,acquisition_channel,product_name,category,unit_price_y,unit_cost_y,margin_percentage
ITEM-0007039,ORD-003984,403,1,22.0,5.2,22.0,5.2,CUST-01752,2025-07-20 00:00:00,2025-07-20,Completed,Credit Card,44.989999999999995,4.5,0.0,40.49,10.7,29.79,1,User1752,user1752@example.com,2025-07-19,North America,Social Media,Mineral SPF 50 Broad Spectrum Sunscreen,Health & Beauty,22.0,5.2,76.36
ITEM-0007040,ORD-003984,502,1,22.99,5.5,22.99,5.5,CUST-01752,2025-07-20 00:00:00,2025-07-20,Completed,Credit Card,44.989999999999995,4.5,0.0,40.49,10.7,29.79,1,User1752,user1752@example.com,2025-07-19,North America,Social Media,Adjustable Resistance Fitness Bands Set,Sports & Outdoors,22.99,5.5,76.08
ITEM-0007041,ORD-003985,106,1,179.99,70.0,179.99,70.0,CUST-01752,2025-08-28 00:00:00,2025-08-28,Completed,Buy Now Pay Later,179.99,0.0,0.0,179.99,70.0,109.99,2,User1752,user1752@example.com,2025-07-19,North America,Social Media,Smart Fitness Watch Gen 4,Electronics,179.99,70.0,61.11
ITEM-0007042,ORD-003986,302,2,45.0,15.0,90.0,30.0,CUST-01752,2025-09-26 00:00:00,2025-09-26,Completed,PayPal,138.0,6.9,0.0,131.1,45.0,86.1,3,User1752,user1752@example.com,2025-07-19,North America,Social Media,Ceramic Burr Coffee Bean Grinder,Home & Kitchen,45.0,15.0,66.67
ITEM-0007043,ORD-003986,503,1,48.0,15.0,48.0,15.0,CUST-01752,2025-09-26 00:00:00,2025-09-26,Completed,PayPal,138.0,6.9,0.0,131.1,45.0,86.1,3,User1752,user1752@example.com,2025-07-19,North America,Social Media,Collapsible Lightweight Trekking Poles,Sports & Outdoors,48.0,15.0,68.75
ITEM-0007044,ORD-003987,101,1,199.99,85.0,199.99,85.0,CUST-01753,2024-04-21 00:00:00,2024-04-21,Completed,PayPal,259.97,0.0,0.0,259.97,104.0,155.97,1,User1753,user1753@example.com,2024-04-17,Europe,Referral,Pro Noise-Cancelling Headphones,Electronics,199.99,85.0,57.5
ITEM-0007045,ORD-003987,108,2,29.99,9.5,59.98,19.0,CUST-01753,2024-04-21 00:00:00,2024-04-21,Completed,PayPal,259.97,0.0,0.0,259.97,104.0,155.97,1,User1753,user1753@example.com,2024-04-17,Europe,Referral,High-Speed MagSafe Wireless Charger,Electronics,29.99,9.5,68.32
ITEM-0007046,ORD-003988,404,1,64.99,21.0,64.99,21.0,CUST-01754,2024-08-09 00:00:00,2024-08-09,Completed,Credit Card,94.97999999999999,0.0,0.0,94.98,29.0,65.98,1,User1754,user1754@example.com,2024-08-05,North America,Referral,Sonic Electric Toothbrush + 3 Heads,Health & Beauty,64.99,21.0,67.69
ITEM-0007047,ORD-003988,307,1,29.99,8.0,29.99,8.0,CUST-01754,2024-08-09 00:00:00,2024-08-09,Completed,Credit Card,94.97999999999999,0.0,0.0,94.98,29.0,65.98,1,User1754,user1754@example.com,2024-08-05,North America,Referral,Insulated Vacuum Water Bottle 32oz,Home & Kitchen,29.99,8.0,73.32
ITEM-0007048,ORD-003989,501,1,42.0,13.0,42.0,13.0,CUST-01755,2025-02-21 00:00:00,2025-02-21,Completed,Credit Card,42.0,2.1,0.0,39.9,13.0,26.9,1,User1755,user1755@example.com,2025-02-16,Europe,Organic Search,Eco-Friendly High Density Yoga Mat,Sports & Outdoors,42.0,13.0,69.05
ITEM-0007049,ORD-003990,402,1,34.0,8.5,34.0,8.5,CUST-01755,2025-04-19 00:00:00,2025-04-19,Completed,Credit Card,34.0,0.0,7.99,41.99,8.5,25.5,2,User1755,user1755@example.com,2025-02-16,Europe,Organic Search,Vitamin C Brightening Facial Moisturizer,Health & Beauty,34.0,8.5,75.0
ITEM-0007050,ORD-003991,206,1,45.0,11.0,45.0,11.0,CUST-01755,2025-06-29 00:00:00,2025-06-29,Completed,PayPal,45.0,0.0,0.0,45.0,11.0,34.0,3,User1755,user1755@example.com,2025-02-16,Europe,Organic Search,All-Weather Polarized Sunglasses,Apparel,45.0,11.0,75.56
ITEM-0007051,ORD-003992,402,1,34.0,8.5,34.0,8.5,CUST-01755,2025-09-08 00:00:00,2025-09-08,Returned,Buy Now Pay Later,876.98,0.0,4.99,881.97,404.5,472.48,4,User1755,user1755@example.com,2025-02-16,Europe,Organic Search,Vitamin C Brightening Facial Moisturizer,Health & Beauty,34.0,8.5,75.0
ITEM-0007052,ORD-003992,202,1,68.0,22.0,68.0,22.0,CUST-01755,2025-09-08 00:00:00,2025-09-08,Returned,Buy Now Pay Later,876.98,0.0,4.99,881.97,404.5,472.48,4,User1755,user1755@example.com,2025-02-16,Europe,Organic Search,Slim Fit Stretch Denim Jeans,Apparel,68.0,22.0,67.65
ITEM-0007053,ORD-003992,505,1,75.0,24.0,75.0,24.0,CUST-01755,2025-09-08 00:00:00,2025-09-08,Returned,Buy Now Pay Later,876.98,0.0,4.99,881.97,404.5,472.48,4,User1755,user1755@example.com,2025-02-16,Europe,Organic Search,High-Capacity Hydration Running Vest,Sports & Outdoors,75.0,24.0,68.0
ITEM-0007054,ORD-003992,104,2,349.99,175.0,699.98,350.0,CUST-01755,2025-09-08 00:00:00,2025-09-08,Returned,Buy Now Pay Later,876.98,0.0,4.99,881.97,404.5,472.48,4,User1755,user1755@example.com,2025-02-16,Europe,Organic Search,4K Ultra-HD Monitor 27-inch,Electronics,349.99,175.0,50.0
ITEM-0007055,ORD-003993,503,3,48.0,15.0,144.0,45.0,CUST-01756,2025-06-14 00:00:00,2025-06-14,Returned,Credit Card,186.99,18.7,9.99,178.28,55.2,113.09,1,User1756,user1756@example.com,2025-06-14,North America,Organic Search,Collapsible Lightweight Trekking Poles,Sports & Outdoors,48.0,15.0,68.75
ITEM-0007056,ORD-003993,504,1,16.99,4.2,16.99,4.2,CUST-01756,2025-06-14 00:00:00,2025-06-14,Returned,Credit Card,186.99,18.7,9.99,178.28,55.2,113.09,1,User1756,user1756@example.com,2025-06-14,North America,Organic Search,Quick-Dry Microfiber Camp Towel,Sports & Outdoors,16.99,4.2,75.28
ITEM-0007057,ORD-003993,401,1,26.0,6.0,26.0,6.0,CUST-01756,2025-06-14 00:00:00,2025-06-14,Returned,Credit Card,186.99,18.7,9.99,178.28,55.2,113.09,1,User1756,user1756@example.com,2025-06-14,North America,Organic Search,Hydrating Hyaluronic Acid Serum,Health & Beauty,26.0,6.0,76.92
ITEM-0007058,ORD-003994,504,1,16.99,4.2,16.99,4.2,CUST-01757,2024-03-13 00:00:00,2024-03-13,Completed,PayPal,85.96,17.19,0.0,68.77,20.7,48.07,1,User1757,user1757@example.com,2024-03-09,North America,Social Media,Quick-Dry Microfiber Camp Towel,Sports & Outdoors,16.99,4.2,75.28
ITEM-0007059,ORD-003994,502,3,22.99,5.5,68.97,16.5,CUST-01757,2024-03-13 00:00:00,2024-03-13,Completed,PayPal,85.96,17.19,0.0,68.77,20.7,48.07,1,User1757,user1757@example.com,2024-03-09,North America,Social Media,Adjustable Resistance Fitness Bands Set,Sports & Outdoors,22.99,5.5,76.08
ITEM-0007060,ORD-003995,503,1,48.0,15.0,48.0,15.0,CUST-01758,2025-06-02 00:00:00,2025-06-02,Completed,Credit Card,48.0,0.0,0.0,48.0,15.0,33.0,1,User1758,user1758@example.com,2025-06-01,Asia Pacific,Paid Search,Collapsible Lightweight Trekking Poles,Sports & Outdoors,48.0,15.0,68.75
ITEM-0007061,ORD-003996,503,1,48.0,15.0,48.0,15.0,CUST-01759,2025-08-14 00:00:00,2025-08-14,Completed,Buy Now Pay Later,102.0,0.0,0.0,102.0,31.0,71.0,1,User1759,user1759@example.com,2025-08-11,North America,Organic Search,Collapsible Lightweight Trekking Poles,Sports & Outdoors,48.0,15.0,68.75
ITEM-0007062,ORD-003996,205,1,54.0,16.0,54.0,16.0,CUST-01759,2025-08-14 00:00:00,2025-08-14,Completed,Buy Now Pay Later,102.0,0.0,0.0,102.0,31.0,71.0,1,User1759,user1759@example.com,2025-08-11,North America,Organic Search,Breathable Athletic Jogger Pants,Apparel,54.0,16.0,70.37
ITEM-0007063,ORD-003997,201,1,28.0,8.5,28.0,8.5,CUST-01759,2025-09-21 00:00:00,2025-09-21,Completed,Credit Card,46.0,0.0,7.99,53.99,12.5,33.5,2,User1759,user1759@example.com,2025-08-11,North America,Organic Search,Classic Organic Cotton Crewneck T-Shirt,Apparel,28.0,8.5,69.64
ITEM-0007064,ORD-003997,405,1,18.0,4.0,18.0,4.0,CUST-01759,2025-09-21 00:00:00,2025-09-21,Completed,Credit Card,46.0,0.0,7.99,53.99,12.5,33.5,2,User1759,user1759@example.com,2025-08-11,North America,Organic Search,Organic Lavender Sleep Aromatherapy Mist,Health & Beauty,18.0,4.0,77.78
ITEM-0007065,ORD-003998,106,1,179.99,70.0,179.99,70.0,CUST-01760,2025-08-14 00:00:00,2025-08-14,Completed,Credit Card,179.99,0.0,4.99,184.98,70.0,109.99,1,User1760,user1760@example.com,2025-08-14,North America,Email Marketing,Smart Fitness Watch Gen 4,Electronics,179.99,70.0,61.11
ITEM-0007066,ORD-003999,102,1,49.99,18.0,49.99,18.0,CUST-01760,2025-09-12 00:00:00,2025-09-12,Completed,Credit Card,85.99000000000001,0.0,0.0,85.99,26.0,59.99,2,User1760,user1760@example.com,2025-08-14,North America,Email Marketing,Ultra Ergonomic Wireless Mouse,Electronics,49.99,18.0,63.99
ITEM-0007067,ORD-003999,405,2,18.0,4.0,36.0,8.0,CUST-01760,2025-09-12 00:00:00,2025-09-12,Completed,Credit Card,85.99000000000001,0.0,0.0,85.99,26.0,59.99,2,User1760,user1760@example.com,2025-08-14,North America,Email Marketing,Organic Lavender Sleep Aromatherapy Mist,Health & Beauty,18.0,4.0,77.78
ITEM-0007068,ORD-004000,104,1,349.99,175.0,349.99,175.0,CUST-01760,2025-10-30 00:00:00,2025-10-30,Completed,PayPal,489.97,0.0,7.99,497.96,229.0,260.97,3,User1760,user1760@example.com,2025-08-14,North America,Email Marketing,4K Ultra-HD Monitor 27-inch,Electronics,349.99,175.0,50.0
ITEM-0007069,ORD-004000,102,1,49.99,18.0,49.99,18.0,CUST-01760,2025-10-30 00:00:00,2025-10-30,Completed,PayPal,489.97,0.0,7.99,497.96,229.0,260.97,3,User1760,user1760@example.com,2025-08-14,North America,Email Marketing,Ultra Ergonomic Wireless Mouse,Electronics,49.99,18.0,63.99
ITEM-0007070,ORD-004000,103,1,89.99,36.0,89.99,36.0,CUST-01760,2025-10-30 00:00:00,2025-10-30,Completed,PayPal,489.97,0.0,7.99,497.96,229.0,260.97,3,User1760,user1760@example.com,2025-08-14,North America,Email Marketing,Mechanical Gaming Keyboard,Electronics,89.99,36.0,60.0
ITEM-0007071,ORD-004001,306,1,32.5,10.0,32.5,10.0,CUST-01761,2024-04-20 00:00:00,2024-04-20,Cancelled,Credit Card,32.5,0.0,0.0,32.5,10.0,22.5,1,User1761,user1761@example.com,2024-04-17,Latin America,Social Media,Aroma Ultrasonic Essential Oil Diffuser,Home & Kitchen,32.5,10.0,69.23
ITEM-0007072,ORD-004002,403,1,22.0,5.2,22.0,5.2,CUST-01761,2024-06-10 00:00:00,2024-06-10,Completed,PayPal,54.5,10.9,0.0,43.6,15.2,28.4,2,User1761,user1761@example.com,2024-04-17,Latin America,Social Media,Mineral SPF 50 Broad Spectrum Sunscreen,Health & Beauty,22.0,5.2,76.36
ITEM-0007073,ORD-004002,306,1,32.5,10.0,32.5,10.0,CUST-01761,2024-06-10 00:00:00,2024-06-10,Completed,PayPal,54.5,10.9,0.0,43.6,15.2,28.4,2,User1761,user1761@example.com,2024-04-17,Latin America,Social Media,Aroma Ultrasonic Essential Oil Diffuser,Home & Kitchen,32.5,10.0,69.23
ITEM-0007074,ORD-004003,102,1,49.99,18.0,49.99,18.0,CUST-01761,2024-09-02 00:00:00,2024-09-02,Completed,Credit Card,49.99,0.0,0.0,49.99,18.0,31.99,3,User1761,user1761@example.com,2024-04-17,Latin America,Social Media,Ultra Ergonomic Wireless Mouse,Electronics,49.99,18.0,63.99
ITEM-0007075,ORD-004004,203,1,120.0,42.0,120.0,42.0,CUST-01762,2025-02-22 00:00:00,2025-02-22,Completed,PayPal,120.0,12.0,0.0,108.0,42.0,66.0,1,User1762,user1762@example.com,2025-02-21,North America,Paid Search,Water-Resistant Commuter Jacket,Apparel,120.0,42.0,65.0
ITEM-0007076,ORD-004005,204,1,24.0,6.0,24.0,6.0,CUST-01763,2024-09-22 00:00:00,2024-09-22,Completed,Credit Card,223.99,0.0,0.0,223.99,91.0,132.99,1,User1763,user1763@example.com,2024-09-22,Asia Pacific,Referral,Thermal Merino Wool Socks (3-Pack),Apparel,24.0,6.0,75.0
ITEM-0007077,ORD-004005,101,1,199.99,85.0,199.99,85.0,CUST-01763,2024-09-22 00:00:00,2024-09-22,Completed,Credit Card,223.99,0.0,0.0,223.99,91.0,132.99,1,User1763,user1763@example.com,2024-09-22,Asia Pacific,Referral,Pro Noise-Cancelling Headphones,Electronics,199.99,85.0,57.5
ITEM-0007078,ORD-004006,102,1,49.99,18.0,49.99,18.0,CUST-01764,2024-06-04 00:00:00,2024-06-04,Completed,Credit Card,49.99,0.0,9.99,59.98,18.0,31.99,1,User1764,user1764@example.com,2024-06-01,North America,Paid Search,Ultra Ergonomic Wireless Mouse,Electronics,49.99,18.0,63.99
ITEM-0007079,ORD-004007,505,1,75.0,24.0,75.0,24.0,CUST-01765,2025-03-05 00:00:00,2025-03-05,Completed,PayPal,254.99,12.75,0.0,242.24,94.0,148.24,1,User1765,user1765@example.com,2025-03-03,North America,Organic Search,High-Capacity Hydration Running Vest,Sports & Outdoors,75.0,24.0,68.0
ITEM-0007080,ORD-004007,106,1,179.99,70.0,179.99,70.0,CUST-01765,2025-03-05 00:00:00,2025-03-05,Completed,PayPal,254.99,12.75,0.0,242.24,94.0,148.24,1,User1765,user1765@example.com,2025-03-03,North America,Organic Search,Smart Fitness Watch Gen 4,Electronics,179.99,70.0,61.11
ITEM-0007081,ORD-004008,206,1,45.0,11.0,45.0,11.0,CUST-01765,2025-04-05 00:00:00,2025-04-05,Completed,Buy Now Pay Later,110.0,0.0,9.99,119.99,31.0,79.0,2,User1765,user1765@example.com,2025-03-03,North America,Organic Search,All-Weather Polarized Sunglasses,Apparel,45.0,11.0,75.56
ITEM-0007082,ORD-004008,306,2,32.5,10.0,65.0,20.0,CUST-01765,2025-04-05 00:00:00,2025-04-05,Completed,Buy Now Pay Later,110.0,0.0,9.99,119.99,31.0,79.0,2,User1765,user1765@example.com,2025-03-03,North America,Organic Search,Aroma Ultrasonic Essential Oil Diffuser,Home & Kitchen,32.5,10.0,69.23
ITEM-0007083,ORD-004009,202,1,68.0,22.0,68.0,22.0,CUST-01765,2025-05-20 00:00:00,2025-05-20,Completed,Credit Card,68.0,0.0,0.0,68.0,22.0,46.0,3,User1765,user1765@example.com,2025-03-03,North America,Organic Search,Slim Fit Stretch Denim Jeans,Apparel,68.0,22.0,67.65
ITEM-0007084,ORD-004010,306,1,32.5,10.0,32.5,10.0,CUST-01765,2025-06-24 00:00:00,2025-06-24,Completed,PayPal,130.5,0.0,9.99,140.49,36.4,94.1,4,User1765,user1765@example.com,2025-03-03,North America,Organic Search,Aroma Ultrasonic Essential Oil Diffuser,Home & Kitchen,32.5,10.0,69.23
ITEM-0007085,ORD-004010,403,2,22.0,5.2,44.0,10.4,CUST-01765,2025-06-24 00:00:00,2025-06-24,Completed,PayPal,130.5,0.0,9.99,140.49,36.4,94.1,4,User1765,user1765@example.com,2025-03-03,North America,Organic Search,Mineral SPF 50 Broad Spectrum Sunscreen,Health & Beauty,22.0,5.2,76.36
ITEM-0007086,ORD-004010,205,1,54.0,16.0,54.0,16.0,CUST-01765,2025-06-24 00:00:00,2025-06-24,Completed,PayPal,130.5,0.0,9.99,140.49,36.4,94.1,4,User1765,user1765@example.com,2025-03-03,North America,Organic Search,Breathable Athletic Jogger Pants,Apparel,54.0,16.0,70.37
ITEM-0007087,ORD-004011,301,1,289.0,130.0,289.0,130.0,CUST-01765,2025-07-29 00:00:00,2025-07-29,Completed,PayPal,289.0,0.0,7.99,296.99,130.0,159.0,5,User1765,user1765@example.com,2025-03-03,North America,Organic Search,Precision Barista Espresso Machine,Home & Kitchen,289.0,130.0,55.02
ITEM-0007088,ORD-004012,102,1,49.99,18.0,49.99,18.0,CUST-01765,2025-09-10 00:00:00,2025-09-10,Completed,PayPal,131.97,0.0,4.99,136.96,40.7,91.27,6,User1765,user1765@example.com,2025-03-03,North America,Organic Search,Ultra Ergonomic Wireless Mouse,Electronics,49.99,18.0,63.99
ITEM-0007089,ORD-004012,108,1,29.99,9.5,29.99,9.5,CUST-01765,2025-09-10 00:00:00,2025-09-10,Completed,PayPal,131.97,0.0,4.99,136.96,40.7,91.27,6,User1765,user1765@example.com,2025-03-03,North America,Organic Search,High-Speed MagSafe Wireless Charger,Electronics,29.99,9.5,68.32
ITEM-0007090,ORD-004012,307,1,29.99,8.0,29.99,8.0,CUST-01765,2025-09-10 00:00:00,2025-09-10,Completed,PayPal,131.97,0.0,4.99,136.96,40.7,91.27,6,User1765,user1765@example.com,2025-03-03,North America,Organic Search,Insulated Vacuum Water Bottle 32oz,Home & Kitchen,29.99,8.0,73.32
ITEM-0007091,ORD-004012,403,1,22.0,5.2,22.0,5.2,CUST-01765,2025-09-10 00:00:00,2025-09-10,Completed,PayPal,131.97,0.0,4.99,136.96,40.7,91.27,6,User1765,user1765@example.com,2025-03-03,North America,Organic Search,Mineral SPF 50 Broad Spectrum Sunscreen,Health & Beauty,22.0,5.2,76.36
ITEM-0007092,ORD-004013,404,1,64.99,21.0,64.99,21.0,CUST-01766,2025-08-05 00:00:00,2025-08-05,Returned,PayPal,312.98,0.0,4.99,317.97,113.0,199.98,1,User1766,user1766@example.com,2025-07-31,Asia Pacific,Paid Search,Sonic Electric Toothbrush + 3 Heads,Health & Beauty,64.99,21.0,67.69
ITEM-0007093,ORD-004013,202,1,68.0,22.0,68.0,22.0,CUST-01766,2025-08-05 00:00:00,2025-08-05,Returned,PayPal,312.98,0.0,4.99,317.97,113.0,199.98,1,User1766,user1766@example.com,2025-07-31,Asia Pacific,Paid Search,Slim Fit Stretch Denim Jeans,Apparel,68.0,22.0,67.65
ITEM-0007094,ORD-004013,106,1,179.99,70.0,179.99,70.0,CUST-01766,2025-08-05 00:00:00,2025-08-05,Returned,PayPal,312.98,0.0,4.99,317.97,113.0,199.98,1,User1766,user1766@example.com,2025-07-31,Asia Pacific,Paid Search,Smart Fitness Watch Gen 4,Electronics,179.99,70.0,61.11
ITEM-0007095,ORD-004014,204,1,24.0,6.0,24.0,6.0,CUST-01767,2025-04-27 00:00:00,2025-04-27,Completed,PayPal,24.0,0.0,0.0,24.0,6.0,18.0,1,User1767,user1767@example.com,2025-04-22,North America,Paid Search,Thermal Merino Wool Socks (3-Pack),Apparel,24.0,6.0,75.0
ITEM-0007096,ORD-004015,404,1,64.99,21.0,64.99,21.0,CUST-01767,2025-06-18 00:00:00,2025-06-18,Completed,Credit Card,109.99,5.5,4.99,109.48,32.0,72.49,2,User1767,user1767@example.com,2025-04-22,North America,Paid Search,Sonic Electric Toothbrush + 3 Heads,Health & Beauty,64.99,21.0,67.69
ITEM-0007097,ORD-004015,206,1,45.0,11.0,45.0,11.0,CUST-01767,2025-06-18 00:00:00,2025-06-18,Completed,Credit Card,109.99,5.5,4.99,109.48,32.0,72.49,2,User1767,user1767@example.com,2025-04-22,North America,Paid Search,All-Weather Polarized Sunglasses,Apparel,45.0,11.0,75.56
ITEM-0007098,ORD-004016,405,1,18.0,4.0,18.0,4.0,CUST-01767,2025-08-07 00:00:00,2025-08-07,Completed,Debit Card,18.0,0.0,0.0,18.0,4.0,14.0,3,User1767,user1767@example.com,2025-04-22,North America,Paid Search,Organic Lavender Sleep Aromatherapy Mist,Health & Beauty,18.0,4.0,77.78
ITEM-0007099,ORD-004017,501,1,42.0,13.0,42.0,13.0,CUST-01768,2025-04-14 00:00:00,2025-04-14,Completed,Credit Card,42.0,0.0,0.0,42.0,13.0,29.0,1,User1768,user1768@example.com,2025-04-09,Europe,Organic Search,Eco-Friendly High Density Yoga Mat,Sports & Outdoors,42.0,13.0,69.05
ITEM-0007100,ORD-004018,101,1,199.99,85.0,199.99,85.0,CUST-01769,2024-04-09 00:00:00,2024-04-09,Completed,Credit Card,199.99,0.0,7.99,207.98,85.0,114.99,1,User1769,user1769@example.com,2024-04-04,Asia Pacific,Paid Search,Pro Noise-Cancelling Headphones,Electronics,199.99,85.0,57.5
ITEM-0007101,ORD-004019,304,1,39.99,14.0,39.99,14.0,CUST-01770,2024-08-11 00:00:00,2024-08-11,Completed,PayPal,39.99,0.0,0.0,39.99,14.0,25.99,1,User1770,user1770@example.com,2024-08-08,North America,Organic Search,Cast Iron Pre-Seasoned Skillet 10in,Home & Kitchen,39.99,14.0,64.99
ITEM-0007102,ORD-004020,404,1,64.99,21.0,64.99,21.0,CUST-01770,2024-09-18 00:00:00,2024-09-18,Completed,Credit Card,64.99,0.0,0.0,64.99,21.0,43.99,2,User1770,user1770@example.com,2024-08-08,North America,Organic Search,Sonic Electric Toothbrush + 3 Heads,Health & Beauty,64.99,21.0,67.69
ITEM-0007103,ORD-004021,106,1,179.99,70.0,179.99,70.0,CUST-01770,2024-10-30 00:00:00,2024-10-30,Completed,Credit Card,179.99,0.0,0.0,179.99,70.0,109.99,3,User1770,user1770@example.com,2024-08-08,North America,Organic Search,Smart Fitness Watch Gen 4,Electronics,179.99,70.0,61.11
ITEM-0007104,ORD-004022,504,1,16.99,4.2,16.99,4.2,CUST-01770,2024-11-22 00:00:00,2024-11-22,Returned,Credit Card,305.99,45.9,0.0,260.09,134.2,125.89,4,User1770,user1770@example.com,2024-08-08,North America,Organic Search,Quick-Dry Microfiber Camp Towel,Sports & Outdoors,16.99,4.2,75.28
ITEM-0007105,ORD-004022,301,1,289.0,130.0,289.0,130.0,CUST-01770,2024-11-22 00:00:00,2024-11-22,Returned,Credit Card,305.99,45.9,0.0,260.09,134.2,125.89,4,User1770,user1770@example.com,2024-08-08,North America,Organic Search,Precision Barista Espresso Machine,Home & Kitchen,289.0,130.0,55.02
ITEM-0007106,ORD-004023,402,2,34.0,8.5,68.0,17.0,CUST-01770,2024-12-23 00:00:00,2024-12-23,Cancelled,Credit Card,284.98,57.0,9.99,237.97,106.2,121.78,5,User1770,user1770@example.com,2024-08-08,North America,Organic Search,Vitamin C Brightening Facial Moisturizer,Health & Beauty,34.0,8.5,75.0
ITEM-0007107,ORD-004023,101,1,199.99,85.0,199.99,85.0,CUST-01770,2024-12-23 00:00:00,2024-12-23,Cancelled,Credit Card,284.98,57.0,9.99,237.97,106.2,121.78,5,User1770,user1770@example.com,2024-08-08,North America,Organic Search,Pro Noise-Cancelling Headphones,Electronics,199.99,85.0,57.5
ITEM-0007108,ORD-004023,504,1,16.99,4.2,16.99,4.2,CUST-01770,2024-12-23 00:00:00,2024-12-23,Cancelled,Credit Card,284.98,57.0,9.99,237.97,106.2,121.78,5,User1770,user1770@example.com,2024-08-08,North America,Organic Search,Quick-Dry Microfiber Camp Towel,Sports & Outdoors,16.99,4.2,75.28
ITEM-0007109,ORD-004024,107,1,59.99,22.0,59.99,22.0,CUST-01770,2025-01-12 00:00:00,2025-01-12,Completed,Credit Card,107.99000000000001,0.0,7.99,115.98,33.2,74.79,6,User1770,user1770@example.com,2024-08-08,North America,Organic Search,Portable Bluetooth Speaker Waterproof,Electronics,59.99,22.0,63.33
ITEM-0007110,ORD-004024,403,1,22.0,5.2,22.0,5.2,CUST-01770,2025-01-12 00:00:00,2025-01-12,Completed,Credit Card,107.99000000000001,0.0,7.99,115.98,33.2,74.79,6,User1770,user1770@example.com,2024-08-08,North America,Organic Search,Mineral SPF 50 Broad Spectrum Sunscreen,Health & Beauty,22.0,5.2,76.36
ITEM-0007111,ORD-004024,401,1,26.0,6.0,26.0,6.0,CUST-01770,2025-01-12 00:00:00,2025-01-12,Completed,Credit Card,107.99000000000001,0.0,7.99,115.98,33.2,74.79,6,User1770,user1770@example.com,2024-08-08,North America,Organic Search,Hydrating Hyaluronic Acid Serum,Health & Beauty,26.0,6.0,76.92
ITEM-0007112,ORD-004025,401,1,26.0,6.0,26.0,6.0,CUST-01770,2025-02-05 00:00:00,2025-02-05,Completed,PayPal,26.0,1.3,0.0,24.7,6.0,18.7,7,User1770,user1770@example.com,2024-08-08,North America,Organic Search,Hydrating Hyaluronic Acid Serum,Health & Beauty,26.0,6.0,76.92
ITEM-0007113,ORD-004026,108,1,29.99,9.5,29.99,9.5,CUST-01770,2025-03-29 00:00:00,2025-03-29,Completed,Buy Now Pay Later,104.99,5.25,0.0,99.74,33.5,66.24,8,User1770,user1770@example.com,2024-08-08,North America,Organic Search,High-Speed MagSafe Wireless Charger,Electronics,29.99,9.5,68.32
ITEM-0007114,ORD-004026,505,1,75.0,24.0,75.0,24.0,CUST-01770,2025-03-29 00:00:00,2025-03-29,Completed,Buy Now Pay Later,104.99,5.25,0.0,99.74,33.5,66.24,8,User1770,user1770@example.com,2024-08-08,North America,Organic Search,High-Capacity Hydration Running Vest,Sports & Outdoors,75.0,24.0,68.0
ITEM-0007115,ORD-004027,203,1,120.0,42.0,120.0,42.0,CUST-01770,2025-05-23 00:00:00,2025-05-23,Completed,Credit Card,142.99,0.0,7.99,150.98,47.5,95.49,9,User1770,user1770@example.com,2024-08-08,North America,Organic Search,Water-Resistant Commuter Jacket,Apparel,120.0,42.0,65.0
ITEM-0007116,ORD-004027,502,1,22.99,5.5,22.99,5.5,CUST-01770,2025-05-23 00:00:00,2025-05-23,Completed,Credit Card,142.99,0.0,7.99,150.98,47.5,95.49,9,User1770,user1770@example.com,2024-08-08,North America,Organic Search,Adjustable Resistance Fitness Bands Set,Sports & Outdoors,22.99,5.5,76.08
ITEM-0007117,ORD-004028,106,1,179.99,70.0,179.99,70.0,CUST-01770,2025-07-11 00:00:00,2025-07-11,Completed,Credit Card,179.99,0.0,0.0,179.99,70.0,109.99,10,User1770,user1770@example.com,2024-08-08,North America,Organic Search,Smart Fitness Watch Gen 4,Electronics,179.99,70.0,61.11
ITEM-0007118,ORD-004029,204,1,24.0,6.0,24.0,6.0,CUST-01770,2025-07-27 00:00:00,2025-07-27,Completed,PayPal,58.0,8.7,0.0,49.3,14.5,34.8,11,User1770,user1770@example.com,2024-08-08,North America,Organic Search,Thermal Merino Wool Socks (3-Pack),Apparel,24.0,6.0,75.0
ITEM-0007119,ORD-004029,402,1,34.0,8.5,34.0,8.5,CUST-01770,2025-07-27 00:00:00,2025-07-27,Completed,PayPal,58.0,8.7,0.0,49.3,14.5,34.8,11,User1770,user1770@example.com,2024-08-08,North America,Organic Search,Vitamin C Brightening Facial Moisturizer,Health & Beauty,34.0,8.5,75.0
ITEM-0007120,ORD-004030,204,2,24.0,6.0,48.0,12.0,CUST-01770,2025-09-10 00:00:00,2025-09-10,Completed,Credit Card,48.0,0.0,0.0,48.0,12.0,36.0,12,User1770,user1770@example.com,2024-08-08,North America,Organic Search,Thermal Merino Wool Socks (3-Pack),Apparel,24.0,6.0,75.0
ITEM-0007121,ORD-004031,102,2,49.99,18.0,99.98,36.0,CUST-01771,2024-04-22 00:00:00,2024-04-22,Completed,Credit Card,99.98,0.0,0.0,99.98,36.0,63.98,1,User1771,user1771@example.com,2024-04-21,Asia Pacific,Paid Search,Ultra Ergonomic Wireless Mouse,Electronics,49.99,18.0,63.99
