customer_id,first_name,email,signup_date,region,acquisition_channel
CUST-02163,User2163,user2163@example.com,2025-08-22,North America,Organic Search
CUST-02164,User2164,user2164@example.com,2024-01-13,North America,Social Media
CUST-02165,User2165,user2165@example.com,2025-01-09,Europe,Referral
CUST-02166,User2166,user2166@example.com,2024-07-10,Europe,Social Media
CUST-02167,User2167,user2167@example.com,2025-06-17,North America,Organic Search
CUST-02168,User2168,user2168@example.com,2025-01-02,North America,Referral
CUST-02169,User2169,user2169@example.com,2025-01-14,North America,Organic Search
CUST-02170,User2170,user2170@example.com,2024-12-04,Europe,Social Media
CUST-02171,User2171,user2171@example.com,2024-06-05,North America,Paid Search
CUST-02172,User2172,user2172@example.com,2024-10-09,North America,Email Marketing
CUST-02173,User2173,user2173@example.com,2024-01-31,North America,Organic Search
CUST-02174,User2174,user2174@example.com,2024-06-07,North America,Paid Search
CUST-02175,User2175,user2175@example.com,2024-02-13,Asia Pacific,Paid Search
CUST-02176,User2176,user2176@example.com,2024-12-11,North America,Referral
CUST-02177,User2177,user2177@example.com,2025-06-20,Latin America,Email Marketing
CUST-02178,User2178,user2178@example.com,2025-07-02,Asia Pacific,Email Marketing
CUST-02179,User2179,user2179@example.com,2024-09-17,North America,Organic Search
CUST-02180,User2180,user2180@example.com,2024-11-08,North America,Referral
CUST-02181,User2181,user2181@example.com,2024-07-06,Asia Pacific,Email Marketing
CUST-02182,User2182,user2182@example.com,2025-04-09,Asia Pacific,Referral
CUST-02183,User2183,user2183@example.com,2025-08-09,Asia Pacific,Paid Search
CUST-02184,User2184,user2184@example.com,2024-03-15,Europe,Organic Search
CUST-02185,User2185,user2185@example.com,2025-03-23,North America,Organic Search
CUST-02186,User2186,user2186@example.com,2024-02-12,Europe,Social Media
CUST-02187,User2187,user2187@example.com,2024-09-05,North America,Organic Search
CUST-02188,User2188,user2188@example.com,2025-06-20,North America,Social Media
CUST-02189,User2189,user2189@example.com,2024-09-08,Europe,Organic Search
CUST-02190,User2190,user2190@example.com,2024-10-30,Europe,Social Media
CUST-02191,User2191,user2191@example.com,2024-11-20,Latin America,Social Media
CUST-02192,User2192,user2192@example.com,2024-11-28,Europe,Paid Search
CUST-02193,User2193,user2193@example.com,2025-03-10,Europe,Paid Search
CUST-02194,User2194,user2194@example.com,2024-06-08,North America,Organic Search
CUST-02195,User2195,user2195@example.com,2025-01-22,North America,Social Media
CUST-02196,User2196,user2196@example.com,2024-10-24,Asia Pacific,Social Media
CUST-02197,User2197,user2197@example.com,2025-04-17,Latin America,Social Media
CUST-02198,User2198,user2198@example.com,2024-05-11,North America,Organic Search
CUST-02199,User2199,user2199@example.com,2025-02-13,Europe,Social Media
CUST-02200,User2200,user2200@example.com,2025-06-24,North America,Paid Search
CUST-02201,User2201,user2201@example.com,2024-10-26,North America,Email Marketing
CUST-02202,User2202,user2202@example.com,2024-09-23,North America,Referral
CUST-02203,User2203,user2203@example.com,2024-07-08,Asia Pacific,Paid Search
CUST-02204,User2204,user2204@example.com,2024-02-07,North America,Paid Search
CUST-02205,User2205,user2205@example.com,2024-12-22,Europe,Organic Search
CUST-02206,User2206,user2206@example.com,2024-04-12,North America,Email Marketing
CUST-02207,User2207,user2207@example.com,2024-10-16,North America,Paid Search
CUST-02208,User2208,user2208@example.com,2025-05-13,Asia Pacific,Organic Search
CUST-02209,User2209,user2209@example.com,2024-12-10,North America,Referral
CUST-02210,User2210,user2210@example.com,2025-01-04,Europe,Email Marketing
CUST-02211,User2211,user2211@example.com,2024-04-16,Asia Pacific,Social Media
CUST-02212,User2212,user2212@example.com,2024-10-05,Europe,Paid Search
CUST-02213,User2213,user2213@example.com,2024-02-09,Latin America,Paid Search
CUST-02214,User2214,user2214@example.com,2025-02-06,Asia Pacific,Organic Search
CUST-02215,User2215,user2215@example.com,2024-05-25,North America,Referral
CUST-02216,User2216,user2216@example.com,2025-03-03,North America,Paid Search
CUST-02217,User2217,user2217@example.com,2024-12-27,Europe,Referral
CUST-02218,User2218,user2218@example.com,2024-08-29,Latin America,Paid Search
CUST-02219,User2219,user2219@example.com,2025-05-16,North America,Paid Search
CUST-02220,User2220,user2220@example.com,2025-02-12,North America,Organic Search
CUST-02221,User2221,user2221@example.com,2025-01-17,North America,Paid Search
CUST-02222,User2222,user2222@example.com,2024-06-14,Europe,Paid Search
CUST-02223,User2223,user2223@example.com,2025-05-05,Europe,Paid Search
CUST-02224,User2224,user2224@example.com,2025-07-18,Latin America,Social Media
CUST-02225,User2225,user2225@example.com,2024-08-10,Asia Pacific,Social Media
CUST-02226,User2226,user2226@example.com,2024-09-29,Europe,Social Media
CUST-02227,User2227,user2227@example.com,2025-04-14,Europe,Email Marketing
CUST-02228,User2228,user2228@example.com,2024-04-18,North America,Organic Search
CUST-02229,User2229,user2229@example.com,2024-12-11,Asia Pacific,Email Marketing
CUST-02230,User2230,user2230@example.com,2024-12-17,Asia Pacific,Social Media
CUST-02231,User2231,user2231@example.com,2024-07-13,Europe,Referral
CUST-02232,User2232,user2232@example.com,2024-11-27,North America,Paid Search
CUST-02233,User2233,user2233@example.com,2025-03-09,North America,Referral
CUST-02234,User2234,user2234@example.com,2024-08-24,Asia Pacific,Social Media
CUST-02235,User2235,user2235@example.com,2024-05-26,Asia Pacific,Social Media
CUST-02236,User2236,user2236@example.com,2024-07-23,Europe,Social Media
CUST-02237,User2237,user2237@example.com,2025-04-25,Latin America,Social Media
CUST-02238,User2238,user2238@example.com,2024-03-23,North America,Organic Search
CUST-02239,User2239,user2239@example.com,2025-04-16,Asia Pacific,Paid Search
CUST-02240,User2240,user2240@example.com,2025-09-10,Asia Pacific,Email Marketing
CUST-02241,User2241,user2241@example.com,2024-12-12,North America,Email Marketing
CUST-02242,User2242,user2242@example.com,2024-05-06,North America,Paid Search
CUST-02243,User2243,user2243@example.com,2024-10-17,Europe,Social Media
CUST-02244,User2244,user2244@example.com,2024-11-08,North America,Social Media
CUST-02245,User2245,user2245@example.com,2024-04-26,Europe,Organic Search
CUST-02246,User2246,user2246@example.com,2025-02-05,Europe,Email Marketing
CUST-02247,User2247,user2247@example.com,2025-04-03,Europe,Paid Search
CUST-02248,User2248,user2248@example.com,2024-03-09,Europe,Paid Search
CUST-02249,User2249,user2249@example.com,2025-11-12,Europe,Social Media
CUST-02250,User2250,user2250@example.com,2024-11-12,North America,Social Media
CUST-02251,User2251,user2251@example.com,2024-02-28,Europe,Organic Search
CUST-02252,User2252,user2252@example.com,2025-01-03,North America,Organic Search
CUST-02253,User2253,user2253@example.com,2024-05-06,Europe,Social Media
CUST-02254,User2254,user2254@example.com,2025-04-01,Asia Pacific,Organic Search
CUST-02255,User2255,user2255@example.com,2024-02-23,North America,Referral
CUST-02256,User2256,user2256@example.com,2024-02-13,Asia Pacific,Social Media
CUST-02257,User2257,user2257@example.com,2025-07-24,Asia Pacific,Paid Search
CUST-02258,User2258,user2258@example.com,2024-05-21,Europe,Organic Search
CUST-02259,User2259,user2259@example.com,2025-02-17,North America,Paid Search
CUST-02260,User2260,user2260@example.com,2024-07-03,North America,Referral
CUST-02261,User2261,user2261@example.com,2025-05-23,North America,Email Marketing
CUST-02262,User2262,user2262@example.com,2024-09-09,North America,Organic Search
CUST-02263,User2263,user2263@example.com,2024-12-08,Asia Pacific,Social Media
CUST-02264,User2264,user2264@example.com,2025-08-13,North America,Referral
CUST-02265,User2265,user2265@example.com,2024-03-07,Asia Pacific,Email Marketing
CUST-02266,User2266,user2266@example.com,2025-05-24,North America,Paid Search
CUST-02267,User2267,user2267@example.com,2025-04-29,Latin America,Paid Search
CUST-02268,User2268,user2268@example.com,2025-04-15,Asia Pacific,Social Media
CUST-02269,User2269,user2269@example.com,2024-02-06,Asia Pacific,Referral
CUST-02270,User2270,user2270@example.com,2024-03-09,Latin America,Social Media
CUST-02271,User2271,user2271@example.com,2024-02-23,North America,Organic Search
CUST-02272,User2272,user2272@example.com,2025-06-15,North America,Paid Search
CUST-02273,User2273,user2273@example.com,2024-02-28,Latin America,Paid Search
CUST-02274,User2274,user2274@example.com,2024-10-06,Latin America,Paid Search
CUST-02275,User2275,user2275@example.com,2024-07-31,Asia Pacific,Paid Search
CUST-02276,User2276,user2276@example.com,2025-02-21,North America,Email Marketing
CUST-02277,User2277,user2277@example.com,2024-05-19,Latin America,Organic Search
CUST-02278,User2278,user2278@example.com,2024-09-05,North America,Organic Search
CUST-02279,User2279,user2279@example.com,2024-04-15,North America,Organic Search
CUST-02280,User2280,user2280@example.com,2024-05-05,North America,Social Media
CUST-02281,User2281,user2281@example.com,2024-11-16,Asia Pacific,Email Marketing
CUST-02282,User2282,user2282@example.com,2024-01-31,Europe,Organic Search
CUST-02283,User2283,user2283@example.com,2024-02-02,Europe,Social Media
CUST-02284,User2284,user2284@example.com,2024-08-22,North America,Paid Search
CUST-02285,User2285,user2285@example.com,2024-06-24,Europe,Social Media
CUST-02286,User2286,user2286@example.com,2024-10-13,Asia Pacific,Referral
CUST-02287,User2287,user2287@example.com,2024-06-01,Latin America,Referral
CUST-02288,User2288,user2288@example.com,2024-08-08,Europe,Email Marketing
CUST-02289,User2289,user2289@example.com,2024-12-22,Europe,Organic Search
CUST-02290,User2290,user2290@example.com,2025-08-16,North America,Paid Search
CUST-02291,User2291,user2291@example.com,2024-10-02,North America,Social Media
CUST-02292,User2292,user2292@example.com,2025-01-13,Latin America,Email Marketing
CUST-02293,User2293,user2293@example.com,2025-04-02,North America,Paid Search
CUST-02294,User2294,user2294@example.com,2024-01-09,North America,Paid Search
CUST-02295,User2295,user2295@example.com,2024-01-12,Asia Pacific,Paid Search
CUST-02296,User2296,user2296@example.com,2024-10-18,Asia Pacific,Social Media
CUST-02297,User2297,user2297@example.com,2024-05-09,North America,Paid Search
CUST-02298,User2298,user2298@example.com,2025-02-22,Europe,Organic Search
CUST-02299,User2299,user2299@example.com,2024-03-22,Europe,Organic Search
CUST-02300,User2300,user2300@example.com,2024-08-05,Europe,Organic Search
CUST-02301,User2301,user2301@example.com,2025-02-18,Europe,Referral
CUST-02302,User2302,user2302@example.com,2025-03-04,Asia Pacific,Paid Search
CUST-02303,User2303,user2303@example.com,2024-07-25,North America,Social Media
CUST-02304,User2304,user2304@example.com,2024-04-07,Europe,Paid Search
CUST-02305,User2305,user2305@example.com,2024-07-23,Europe,Social Media
CUST-02306,User2306,user2306@example.com,2024-11-28,Europe,Paid Search
CUST-02307,User2307,user2307@example.com,2024-10-20,Latin America,Paid Search
CUST-02308,User2308,user2308@example.com,2024-12-24,Asia Pacific,Organic Search
CUST-02309,User2309,user2309@example.com,2024-04-27,Asia Pacific,Referral
CUST-02310,User2310,user2310@example.com,2025-07-21,Europe,Paid Search
CUST-02311,User2311,user2311@example.com,2024-12-16,North America,Organic Search
CUST-02312,User2312,user2312@example.com,2025-09-07,North America,Referral
CUST-02313,User2313,user2313@example.com,2025-06-09,Europe,Paid Search
CUST-02314,User2314,user2314@example.com,2024-02-25,North America,Paid Search
CUST-02315,User2315,user2315@example.com,2024-05-15,North America,Paid Search
CUST-02316,User2316,user2316@example.com,2024-03-22,North America,Organic Search
CUST-02317,User2317,user2317@example.com,2024-05-02,Asia Pacific,Organic Search
CUST-02318,User2318,user2318@example.com,2024-12-29,North America,Referral
CUST-02319,User2319,user2319@example.com,2024-05-12,Europe,Referral
CUST-02320,User2320,user2320@example.com,2025-08-14,North America,Paid Search
CUST-02321,User2321,user2321@example.com,2024-09-02,North America,Referral
CUST-02322,User2322,user2322@example.com,2025-08-24,North America,Social Media
CUST-02323,User2323,user2323@example.com,2024-03-26,North America,Referral
CUST-02324,User2324,user2324@example.com,2024-11-15,North America,Social Media
CUST-02325,User2325,user2325@example.com,2025-05-10,North America,Paid Search
CUST-02326,User2326,user2326@example.com,2024-10-03,North America,Paid Search
CUST-02327,User2327,user2327@example.com,2024-01-08,North America,Referral
CUST-02328,User2328,user2328@example.com,2024-09-19,North America,Organic Search
CUST-02329,User2329,user2329@example.com,2024-10-21,North America,Paid Search
CUST-02330,User2330,user2330@example.com,2025-05-03,Latin America,Paid Search
CUST-02331,User2331,user2331@example.com,2025-03-24,North America,Organic Search
CUST-02332,User2332,user2332@example.com,2024-07-25,Europe,Organic Search
CUST-02333,User2333,user2333@example.com,2024-05-27,Europe,Paid Search
CUST-02334,User2334,user2334@example.com,2024-11-14,Latin America,Social Media
CUST-02335,User2335,user2335@example.com,2024-06-03,North America,Paid Search
CUST-02336,User2336,user2336@example.com,2025-03-09,Europe,Organic Search
CUST-02337,User2337,user2337@example.com,2024-12-15,North America,Organic Search
CUST-02338,User2338,user2338@example.com,2025-03-29,Europe,Social Media
CUST-02339,User2339,user2339@example.com,2024-06-06,Asia Pacific,Social Media
CUST-02340,User2340,user2340@example.com,2024-04-21,Europe,Organic Search
CUST-02341,User2341,user2341@example.com,2024-09-06,Europe,Organic Search
CUST-02342,User2342,user2342@example.com,2025-11-27,Asia Pacific,Organic Search
CUST-02343,User2343,user2343@example.com,2025-04-27,Latin America,Paid Search
CUST-02344,User2344,user2344@example.com,2024-02-28,Asia Pacific,Organic Search
CUST-02345,User2345,user2345@example.com,2024-07-05,North America,Organic Search
CUST-02346,User2346,user2346@example.com,2025-06-21,Europe,Paid Search
CUST-02347,User2347,user2347@example.com,2024-02-04,Asia Pacific,Social Media
CUST-02348,User2348,user2348@example.com,2025-07-04,Europe,Referral
CUST-02349,User2349,user2349@example.com,2025-06-01,Europe,Email Marketing
CUST-02350,User2350,user2350@example.com,2025-01-05,Asia Pacific,Organic Search
CUST-02351,User2351,user2351@example.com,2024-06-08,Europe,Referral
CUST-02352,User2352,user2352@example.com,2024-04-08,Europe,Social Media
CUST-02353,User2353,user2353@example.com,2025-03-14,Europe,Social Media
CUST-02354,User2354,user2354@example.com,2025-05-31,Europe,Referral
CUST-02355,User2355,user2355@example.com,2024-08-18,North America,Social Media
CUST-02356,User2356,user2356@example.com,2025-08-23,Asia Pacific,Referral
CUST-02357,User2357,user2357@example.com,2024-02-05,Europe,Email Marketing
CUST-02358,User2358,user2358@example.com,2025-10-02,Europe,Organic Search
CUST-02359,User2359,user2359@example.com,2025-12-10,North America,Paid Search
CUST-02360,User2360,user2360@example.com,2024-06-28,Europe,Paid Search
CUST-02361,User2361,user2361@example.com,2024-11-11,North America,Social Media
CUST-02362,User2362,user2362@example.com,2025-06-25,North America,Paid Search
CUST-02363,User2363,user2363@example.com,2024-10-08,Europe,Referral
CUST-02364,User2364,user2364@example.com,2024-04-18,North America,Social Media
CUST-02365,User2365,user2365@example.com,2025-05-22,North America,Organic Search
CUST-02366,User2366,user2366@example.com,2025-05-17,North America,Social Media
CUST-02367,User2367,user2367@example.com,2024-05-09,Europe,Social Media
CUST-02368,User2368,user2368@example.com,2024-12-29,North America,Social Media
CUST-02369,User2369,user2369@example.com,2024-07-04,Asia Pacific,Referral
CUST-02370,User2370,user2370@example.com,2025-04-10,North America,Social Media
CUST-02371,User2371,user2371@example.com,2025-01-28,Europe,Organic Search
CUST-02372,User2372,user2372@example.com,2025-04-20,Europe,Paid Search
CUST-02373,User2373,user2373@example.com,2025-03-20,Europe,Social Media
CUST-02374,User2374,user2374@example.com,2025-05-20,Europe,Email Marketing
CUST-02375,User2375,user2375@example.com,2025-04-16,Europe,Referral
CUST-02376,User2376,user2376@example.com,2024-02-03,North America,Social Media
CUST-02377,User2377,user2377@example.com,2024-12-12,Asia Pacific,Referral
CUST-02378,User2378,user2378@example.com,2025-01-31,North America,Paid Search
CUST-02379,User2379,user2379@example.com,2025-06-10,North America,Paid Search
CUST-02380,User2380,user2380@example.com,2025-07-30,North America,Paid Search
CUST-02381,User2381,user2381@example.com,2025-08-30,North America,Paid Search
CUST-02382,User2382,user2382@example.com,2025-02-09,North America,Organic Search
CUST-02383,User2383,user2383@example.com,2024-06-06,Europe,Organic Search
CUST-02384,User2384,user2384@example.com,2025-04-05,Asia Pacific,Social Media
CUST-02385,User2385,user2385@example.com,2024-05-27,Latin America,Paid Search
CUST-02386,User2386,user2386@example.com,2024-09-20,Latin America,Referral
CUST-02387,User2387,user2387@example.com,2025-12-03,Asia Pacific,Social Media
CUST-02388,User2388,user2388@example.com,2024-05-04,North America,Paid Search
CUST-02389,User2389,user2389@example.com,2024-07-06,North America,Paid Search
CUST-02390,User2390,user2390@example.com,2025-11-20,Asia Pacific,Paid Search
CUST-02391,User2391,user2391@example.com,2024-12-20,Asia Pacific,Paid Search
CUST-02392,User2392,user2392@example.com,2025-02-04,Europe,Social Media
CUST-02393,User2393,user2393@example.com,2025-07-16,North America,Organic Search
CUST-02394,User2394,user2394@example.com,2024-02-24,Europe,Referral
CUST-02395,User2395,user2395@example.com,2024-10-03,Latin America,Paid Search
CUST-02396,User2396,user2396@example.com,2025-05-27,North America,Social Media
CUST-02397,User2397,user2397@example.com,2024-12-30,North America,Organic Search
CUST-02398,User2398,user2398@example.com,2025-01-12,North America,Email Marketing
CUST-02399,User2399,user2399@example.com,2025-02-27,North America,Email Marketing
CUST-02400,User2400,user2400@example.com,2025-07-30,Europe,Social Media
CUST-02401,User2401,user2401@example.com,2024-05-24,North America,Referral
CUST-02402,User2402,user2402@example.com,2024-07-19,North America,Paid Search
CUST-02403,User2403,user2403@example.com,2024-05-13,Latin America,Email Marketing
CUST-02404,User2404,user2404@example.com,2025-04-18,Europe,Paid Search
CUST-02405,User2405,user2405@example.com,2024-03-21,North America,Organic Search
CUST-02406,User2406,user2406@example.com,2025-11-06,North America,Paid Search
CUST-02407,User2407,user2407@example.com,2025-07-27,North America,Paid Search
CUST-02408,User2408,user2408@example.com,2025-06-26,Asia Pacific,Paid Search
CUST-02409,User2409,user2409@example.com,2024-03-21,Asia Pacific,Social Media
CUST-02410,User2410,user2410@example.com,2025-06-26,North America,Paid Search
CUST-02411,User2411,user2411@example.com,2024-05-26,Europe,Social Media
CUST-02412,User2412,user2412@example.com,2025-03-28,North America,Paid Search
CUST-02413,User2413,user2413@example.com,2024-09-15,Europe,Social Media
CUST-02414,User2414,user2414@example.com,2025-04-11,North America,Social Media
CUST-02415,User2415,user2415@example.com,2025-09-06,Europe,Organic Search
CUST-02416,User2416,user2416@example.com,2025-01-26,North America,Paid Search
CUST-02417,User2417,user2417@example.com,2025-06-22,North America,Email Marketing
CUST-02418,User2418,user2418@example.com,2024-01-07,North America,Organic Search
CUST-02419,User2419,user2419@example.com,2025-07-08,North America,Social Media
CUST-02420,User2420,user2420@example.com,2024-04-12,Europe,Organic Search
CUST-02421,User2421,user2421@example.com,2024-10-25,North America,Email Marketing
CUST-02422,User2422,user2422@example.com,2025-02-23,Europe,Paid Search
CUST-02423,User2423,user2423@example.com,2024-10-19,Europe,Organic Search
CUST-02424,User2424,user2424@example.com,2024-11-26,Europe,Social Media
CUST-02425,User2425,user2425@example.com,2025-01-11,North America,Referral
CUST-02426,User2426,user2426@example.com,2024-02-29,North America,Paid Search
CUST-02427,User2427,user2427@example.com,2025-01-31,North America,Paid Search
CUST-02428,User2428,user2428@example.com,2024-12-23,Europe,Organic Search
CUST-02429,User2429,user2429@example.com,2025-02-28,North America,Social Media
CUST-02430,User2430,user2430@example.com,2025-03-19,Europe,Social Media
CUST-02431,User2431,user2431@example.com,2025-02-07,North America,Email Marketing
CUST-02432,User2432,user2432@example.com,2024-07-18,North America,Organic Search
CUST-02433,User2433,user2433@example.com,2025-05-17,Asia Pacific,Organic Search
CUST-02434,User2434,user2434@example.com,2024-06-10,North America,Social Media
CUST-02435,User2435,user2435@example.com,2024-11-20,Europe,Social Media
CUST-02436,User2436,user2436@example.com,2025-12-11,Europe,Email Marketing
CUST-02437,User2437,user2437@example.com,2024-09-13,Asia Pacific,Paid Search
CUST-02438,User2438,user2438@example.com,2025-01-10,Europe,Paid Search
CUST-02439,User2439,user2439@example.com,2025-03-25,North America,Organic Search
CUST-02440,User2440,user2440@example.com,2024-05-16,Asia Pacific,Organic Search
CUST-02441,User2441,user2441@example.com,2024-03-21,Europe,Paid Search
CUST-02442,User2442,user2442@example.com,2025-06-21,Asia Pacific,Social Media
CUST-02443,User2443,user2443@example.com,2024-06-11,Latin America,Email Marketing
CUST-02444,User2444,user2444@example.com,2025-07-30,Europe,Email Marketing
CUST-02445,User2445,user2445@example.com,2024-06-24,North America,Organic Search
CUST-02446,User2446,user2446@example.com,2025-05-09,North America,Paid Search
CUST-02447,User2447,user2447@example.com,2024-10-15,Europe,Paid Search
CUST-02448,User2448,user2448@example.com,2025-03-15,Asia Pacific,Social Media
CUST-02449,User2449,user2449@example.com,2025-11-13,North America,Social Media
CUST-02450,User2450,user2450@example.com,2025-09-10,Europe,Referral
CUST-02451,User2451,user2451@example.com,2024-04-18,Europe,Email Marketing
CUST-02452,User2452,user2452@example.com,2024-02-19,Latin America,Organic Search
CUST-02453,User2453,user2453@example.com,2025-09-04,Latin America,Paid Search
CUST-02454,User2454,user2454@example.com,2024-06-21,North America,Organic Search
CUST-02455,User2455,user2455@example.com,2025-01-12,Latin America,Paid Search
CUST-02456,User2456,user2456@example.com,2024-05-11,Asia Pacific,Referral
CUST-02457,User2457,user2457@example.com,2025-11-22,Europe,Email Marketing
CUST-02458,User2458,user2458@example.com,2024-11-25,Asia Pacific,Social Media
CUST-02459,User2459,user2459@example.com,2025-08-07,Latin America,Paid Search
CUST-02460,User2460,user2460@example.com,2025-10-02,Europe,Paid Search
CUST-02461,User2461,user2461@example.com,2024-09-02,North America,Referral
CUST-02462,User2462,user2462@example.com,2024-09-09,Europe,Organic Search
CUST-02463,User2463,user2463@example.com,2024-03-08,North America,Paid Search
CUST-02464,User2464,user2464@example.com,2025-09-27,Europe,Social Media
CUST-02465,User2465,user2465@example.com,2024-01-18,Europe,Paid Search
CUST-02466,User2466,user2466@example.com,2024-11-05,North America,Social Media
CUST-02467,User2467,user2467@example.com,2025-01-07,Asia Pacific,Organic Search
CUST-02468,User2468,user2468@example.com,2024-07-03,North America,Organic Search
CUST-02469,User2469,user2469@example.com,2024-08-10,Latin America,Organic Search
CUST-02470,User2470,user2470@example.com,2025-06-16,North America,Organic Search
CUST-02471,User2471,user2471@example.com,2025-02-21,Latin America,Paid Search
CUST-02472,User2472,user2472@example.com,2024-03-30,Asia Pacific,Social Media
CUST-02473,User2473,user2473@example.com,2024-06-27,Asia Pacific,Social Media
CUST-02474,User2474,user2474@example.com,2024-03-23,North America,Paid Search
CUST-02475,User2475,user2475@example.com,2025-05-29,Europe,Social Media
CUST-02476,User2476,user2476@example.com,2025-04-18,North America,Social Media
CUST-02477,User2477,user2477@example.com,2025-01-15,North America,Paid Search
CUST-02478,User2478,user2478@example.com,2024-07-24,Asia Pacific,Organic Search
CUST-02479,User2479,user2479@example.com,2024-05-28,Europe,Social Media
CUST-02480,User2480,user2480@example.com,2024-06-30,North America,Paid Search
CUST-02481,User2481,user2481@example.com,2025-05-28,North America,Referral
CUST-02482,User2482,user2482@example.com,2024-01-31,Europe,Paid Search
CUST-02483,User2483,user2483@example.com,2024-03-09,North America,Organic Search
CUST-02484,User2484,user2484@example.com,2025-05-08,Europe,Organic Search
CUST-02485,User2485,user2485@example.com,2025-11-04,North America,Paid Search
CUST-02486,User2486,user2486@example.com,2024-12-07,North America,Email Marketing
CUST-02487,User2487,user2487@example.com,2024-07-26,North America,Organic Search
CUST-02488,User2488,user2488@example.com,2025-05-07,North America,Social Media
CUST-02489,User2489,user2489@example.com,2024-06-25,Asia Pacific,Email Marketing
CUST-02490,User2490,user2490@example.com,2024-11-03,North America,Paid Search
CUST-02491,User2491,user2491@example.com,2025-09-04,Europe,Email Marketing
CUST-02492,User2492,user2492@example.com,2024-01-23,North America,Paid Search
CUST-02493,User2493,user2493@example.com,2024-04-13,North America,Organic Search
CUST-02494,User2494,user2494@example.com,2024-08-26,North America,Paid Search
CUST-02495,User2495,user2495@example.com,2025-01-30,North America,Paid Search
CUST-02496,User2496,user2496@example.com,2025-10-27,North America,Paid Search
CUST-02497,User2497,user2497@example.com,2024-11-02,North America,Paid Search
CUST-02498,User2498,user2498@example.com,2025-06-04,Latin America,Paid Search
CUST-02499,User2499,user2499@example.com,2024-10-15,North America,Organic Search
CUST-02500,User2500,user2500@example.com,2024-11-11,North America,Referral
CUST-02501,User2501,user2501@example.com,2024-08-14,North America,Organic Search
CUST-02502,User2502,user2502@example.com,2024-06-19,Asia Pacific,Email Marketing
CUST-02503,User2503,user2503@example.com,2024-11-25,Europe,Social Media
CUST-02504,User2504,user2504@example.com,2024-02-04,North America,Organic Search
CUST-02505,User2505,user2505@example.com,2025-05-11,Asia Pacific,Email Marketing
CUST-02506,User2506,user2506@example.com,2025-02-21,Europe,Paid Search
CUST-02507,User2507,user2507@example.com,2025-10-25,Latin America,Social Media
CUST-02508,User2508,user2508@example.com,2024-08-12,North America,Social Media
CUST-02509,User2509,user2509@example.com,2025-01-16,Europe,Organic Search
CUST-02510,User2510,user2510@example.com,2025-01-24,North America,Paid Search
CUST-02511,User2511,user2511@example.com,2024-09-22,North America,Paid Search
CUST-02512,User2512,user2512@example.com,2024-10-08,Asia Pacific,Paid Search
CUST-02513,User2513,user2513@example.com,2024-09-23,North America,Paid Search
CUST-02514,User2514,user2514@example.com,2025-05-22,North America,Organic Search
CUST-02515,User2515,user2515@example.com,2024-09-14,Europe,Paid Search
CUST-02516,User2516,user2516@example.com,2025-01-10,North America,Organic Search
CUST-02517,User2517,user2517@example.com,2024-11-10,Latin America,Paid Search
CUST-02518,User2518,user2518@example.com,2025-06-26,Europe,Referral
CUST-02519,User2519,user2519@example.com,2025-02-19,North America,Email Marketing
CUST-02520,User2520,user2520@example.com,2025-02-03,North America,Email Marketing
CUST-02521,User2521,user2521@example.com,2024-06-08,Asia Pacific,Social Media
CUST-02522,User2522,user2522@example.com,2025-07-14,Asia Pacific,Social Media
CUST-02523,User2523,user2523@example.com,2024-05-23,Europe,Social Media
CUST-02524,User2524,user2524@example.com,2025-02-01,Europe,Referral
CUST-02525,User2525,user2525@example.com,2024-10-14,North America,Email Marketing
CUST-02526,User2526,user2526@example.com,2024-04-06,North America,Social Media
CUST-02527,User2527,user2527@example.com,2025-05-06,Europe,Social Media
CUST-02528,User2528,user2528@example.com,2024-07-30,North America,Organic Search
CUST-02529,User2529,user2529@example.com,2025-04-13,Europe,Email Marketing
CUST-02530,User2530,user2530@example.com,2024-11-12,Europe,Organic Search
CUST-02531,User2531,user2531@example.com,2024-12-19,North America,Organic Search
CUST-02532,User2532,user2532@example.com,2024-07-04,Europe,Organic Search
CUST-02533,User2533,user2533@example.com,2024-12-25,North America,Organic Search
CUST-02534,User2534,user2534@example.com,2024-11-29,Latin America,Paid Search
CUST-02535,User2535,user2535@example.com,2024-12-20,North America,Social Media
CUST-02536,User2536,user2536@example.com,2025-07-12,North America,Organic Search
CUST-02537,User2537,user2537@example.com,2024-03-15,Europe,Organic Search
CUST-02538,User2538,user2538@example.com,2024-02-16,North America,Paid Search
CUST-02539,User2539,user2539@example.com,2024-10-26,North America,Referral
CUST-02540,User2540,user2540@example.com,2024-03-20,North America,Paid Search
CUST-02541,User2541,user2541@example.com,2024-07-14,Europe,Email Marketing
CUST-02542,User2542,user2542@example.com,2025-10-17,Latin America,Referral
CUST-02543,User2543,user2543@example.com,2024-09-17,North America,Social Media
CUST-02544,User2544,user2544@example.com,2025-05-16,North America,Referral
CUST-02545,User2545,user2545@example.com,2024-06-28,Asia Pacific,Paid Search
CUST-02546,User2546,user2546@example.com,2025-01-28,North America,Social Media
CUST-02547,User2547,user2547@example.com,2024-12-20,Asia Pacific,Paid Search
CUST-02548,User2548,user2548@example.com,2024-09-25,Europe,Paid Search
CUST-02549,User2549,user2549@example.com,2024-12-04,Latin America,Paid Search
CUST-02550,User2550,user2550@example.com,2024-10-18,North America,Referral
